spkid,full_name,pdes,neo,pha,H,Mass,G,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
54213278,       (2021 UN3),2021 UN3,Y,Y,21.43,0,,,,,,,,,,,,0.36,,9,2025-11-21.0,J2000,0.7599,2.037,0.489,6.09,170.22,111.08,169.67,3.58,0.3391,2460500.11,2024-07-08.6,1.06E+03,2.91,0.0195,7.6,1.65,3.36,5.20E-07,4.10E-07,9.60E-07,4.90E-05,7.10E-04,6.20E-04,1.30E-04,7.20E-07,1.00E-07,2.50E-04,3.20E-04,APO,1,0.5037,,,,,,,,,
54213634,       (2021 UM5),2021 UM5,Y,Y,21.64,0,,,,,,,,,,,,0.32,,10,2025-11-21.0,J2000,0.6677,2.149,0.714,9.48,42.8,108.48,69.82,3.58,0.3128,2460777.29,2025-04-11.7,1.15E+03,3.15,0.00824,3.21,1.55,3.37,9.70E-05,3.90E-04,8.10E-05,3.00E-03,1.40E-03,6.60E-03,1.20E-01,6.40E-04,8.40E-05,3.20E-01,3.10E-01,APO,6,0.52036,,,,,,,,,
54214050,       (2021 UU5),2021 UU5,Y,Y,19.18,0,,,,,,,,,,,,0.36,,27,2025-11-21.0,J2000,0.7254,1.921,0.528,44.94,62.28,99,155.26,3.31,0.3701,2460580.99,2024-09-27.4,973,2.66,0.0261,10.2,3.15,3.3,3.30E-07,1.40E-08,6.40E-07,6.70E-05,2.70E-05,7.00E-05,8.00E-06,2.50E-08,4.10E-09,1.90E-05,1.10E-05,APO,0,0.42016,,,,,,,,,
54215198,       (2021 UV7),2021 UV7,Y,Y,21.35,0,,,,,,,,,,,,0.42,,JPL 3,2021-10-30.0,J2000,0.5904,2.194,0.899,8.32,10.46,296.34,19.31,3.49,0.3033,2459453.85,2021-08-27.3,1.19E+03,3.25,0.0441,17.2,1.88,3.41,3.80E-03,2.20E-02,6.10E-04,2.30E-02,5.20E-02,1.60E-01,3.30E-01,3.50E-02,4.50E-03,1.40E-01,1.80E+01,APO,9,0.36522,,,,,,,,,
54216372,       (2021 VW3),2021 VW3,Y,Y,21.86,0,,,,,,,,,,,,0.46,,19,2025-11-21.0,J2000,0.6001,2.003,0.801,4.55,262.62,75.51,166.9,3.21,0.3476,2460520.39,2024-07-28.8,1.04E+03,2.84,0.0153,5.95,2.23,3.59,2.60E-07,1.10E-07,5.70E-07,1.50E-05,1.20E-04,1.50E-04,5.50E-05,1.80E-07,3.00E-08,1.20E-04,8.90E-05,APO,1,0.38754,,,,,,,,,
54216374,       (2021 VB4),2021 VB4,Y,Y,21.56,0,,,,,,,,,,,,0.65,,JPL 3,2021-11-04.0,J2000,0.619,2.551,0.972,39.07,203.97,172.06,7.6,4.13,0.2419,2459491.06,2021-10-03.5,1.49E+03,4.08,0.0209,8.12,1.38,2.89,8.20E-03,5.50E-02,6.20E-05,1.90E-01,5.20E-02,4.30E-02,2.60E-01,8.90E-02,7.80E-03,5.10E-02,4.80E+01,APO,9,0.60718,,,,,,,,,
54217964,       (2021 VO6),2021 VO6,Y,Y,21.12,0,,,,,,,,,,,,0.38,,9,2025-11-21.0,J2000,0.3447,1.045,0.685,19.8,77.64,80.79,207.43,1.41,0.9222,2461165.94,2026-05-05.4,390,1.07,0.0292,11.3,3.68,5.77,3.70E-07,5.80E-08,3.50E-07,1.30E-05,6.70E-05,6.30E-05,8.20E-05,7.80E-08,7.70E-08,1.00E-04,3.20E-05,APO,1,0.37308,,,,,,,,,
54217969,       (2021 VS6),2021 VS6,Y,Y,21,0,,,,,,,,,,,,0.48,,34,2025-11-21.0,J2000,0.5138,1.864,0.906,11.91,129.41,26.04,165.67,2.82,0.3874,2460572.89,2024-09-19.3,929,2.54,0.0357,13.9,2.2,3.8,2.20E-06,7.70E-06,2.90E-07,3.60E-05,8.90E-05,8.00E-05,3.30E-03,1.20E-05,2.40E-06,5.80E-03,5.80E-03,APO,4,0.54123,,,,,,,,,
54219296,       (2021 VK11),2021 VK11,Y,Y,21.65,0,,,,,,,,,,,,0.39,,12,2025-11-21.0,J2000,0.3238,1.424,0.963,9.09,315.76,157.36,105.34,1.88,0.5801,2460818.91,2025-05-23.4,621,1.7,0.00453,1.76,3.24,4.63,4.10E-06,8.70E-06,1.90E-07,7.90E-05,1.90E-04,1.60E-04,7.60E-03,1.20E-05,5.30E-06,1.10E-02,5.70E-03,APO,4,0.51128,,,,,,,,,
54220007,       (2021 VG19),2021 VG19,Y,Y,21.24,0,,,,,,,,,,,,0.43,,11,2025-11-21.0,J2000,0.5821,2.049,0.856,14.78,48.29,323.36,144.77,3.24,0.3362,2460569.83,2024-09-16.3,1.07E+03,2.93,0.0462,18,2.28,3.53,5.30E-07,4.50E-07,9.10E-07,3.90E-05,5.20E-05,1.50E-04,1.30E-04,7.10E-07,1.10E-07,2.60E-04,3.50E-04,APO,2,0.34746,,,,,,,,,
54220857,       (2021 VN22),2021 VN22,Y,Y,21.5,0,,,,,,,,,,,,0.23,,JPL 2,2021-11-09.0,J2000,0.3258,0.8863,0.598,4.49,303.53,236.36,274.73,1.18,1.181,2459599.69,2022-01-20.1,305,0.834,0.0118,4.58,3.79,6.65,9.30E-03,4.90E-03,5.00E-03,1.60E-01,9.80E-01,1.40E+00,2.20E+00,6.50E-03,9.70E-03,1.30E+00,2.50E+00,ATE,9,0.50668,,,,,,,,,
54222424,       (2021 VR27),2021 VR27,Y,Y,21.81,0,,,,,6.27,,,,,,,0.35,,72,2025-11-21.0,J2000,0.4955,2.033,1.026,3.53,131.58,352.36,113.61,3.04,0.34,2460666.35,2024-12-21.8,1.06E+03,2.9,0.0413,16.1,2.06,3.64,1.30E-08,3.00E-08,2.00E-08,2.20E-06,1.80E-05,1.80E-05,1.20E-05,4.50E-08,7.60E-09,2.80E-05,2.40E-05,AMO,0,0.39254,,,,,,,,,
54222425,       (2021 WD),2021 WD,Y,Y,21.3,0,,,,,,,,,,,,0.31,,11,2025-11-21.0,J2000,0.6564,2.397,0.824,9.09,311.08,47.56,40.37,3.97,0.2656,2460848.53,2025-06-22.0,1.36E+03,3.71,0.0289,11.2,1.61,3.18,1.70E-04,1.10E-03,3.00E-05,2.70E-03,7.00E-03,5.80E-03,2.70E-01,1.80E-03,1.80E-04,9.20E-01,9.10E-01,APO,6,0.3593,,,,,,,,,
54239534,       (2021 WC8),2021 WC8,Y,Y,19.81,0,,,,,,,,,,,,0.38,,29,2025-11-21.0,J2000,0.7007,2.617,0.783,17.72,318.53,241.16,311.64,4.45,0.2328,2461208.23,2026-06-16.7,1.55E+03,4.23,0.0047,1.83,1.37,2.95,2.20E-08,3.20E-08,5.70E-08,1.60E-05,1.10E-05,1.30E-05,5.90E-06,5.40E-08,4.30E-09,2.90E-05,2.80E-05,APO,0,0.46428,,,,,,,,,
54226796,       (2021 XG2),2021 XG2,Y,Y,21.94,0,,,,,,,,,,,,0.4,,25,2025-11-21.0,J2000,0.4096,1.515,0.894,14.18,75.8,301.85,66.72,2.14,0.5285,2460874.25,2025-07-17.7,681,1.87,0.0334,13,3.38,4.39,3.30E-07,2.70E-07,6.60E-07,1.80E-05,7.30E-06,1.40E-04,2.60E-04,3.90E-07,1.40E-07,4.50E-04,1.80E-04,APO,2,0.37331,,,,,,,,,
54228542,       (2021 XU2),2021 XU2,Y,Y,19.94,0,,,,,,,,,,,,0.46,,11,2025-11-21.0,J2000,0.4249,1.685,0.969,29.05,232.47,193.75,278.12,2.4,0.4504,2461182.28,2026-05-21.7,799,2.19,0.0115,4.46,2.98,3.99,2.40E-07,8.30E-08,3.80E-07,1.90E-05,4.90E-05,6.40E-05,6.80E-05,1.20E-07,3.30E-08,1.60E-04,5.90E-05,APO,1,0.51776,,,,,,,,,
54229754,       (2021 XJ5),2021 XJ5,Y,Y,20.98,0,,,,,,,,,,,,0.4,,25,2025-11-21.0,J2000,0.3963,1.431,0.864,12.15,272.35,112.94,137.23,2,0.5758,2460762.16,2025-03-27.6,625,1.71,0.0341,13.3,3.52,4.58,1.30E-07,2.30E-08,1.80E-07,1.00E-05,1.90E-05,3.10E-05,2.10E-05,3.30E-08,1.40E-08,3.20E-05,1.50E-05,APO,0,0.55393,,,,,,,,,
54230517,       (2021 XL6),2021 XL6,Y,Y,21.19,0,,,,,,,,,,,,0.56,,11,2025-11-21.0,J2000,0.3392,1.477,0.976,23.19,59.88,343.84,83.23,1.98,0.5493,2460848.98,2025-06-22.4,655,1.79,0.00213,0.831,3.43,4.45,2.00E-05,4.50E-05,1.00E-06,5.70E-04,3.60E-04,5.70E-04,3.70E-02,6.00E-05,2.50E-05,6.10E-02,3.00E-02,APO,5,0.46797,,,,,,,,,
54231658,       (2021 YJ),2021 YJ,Y,Y,19.9,0,,,,,,,,,,,,0.51,,22,2025-11-21.0,J2000,0.5618,2.303,1.009,32.37,274.25,176.47,41.38,3.6,0.282,2460853.77,2025-06-27.2,1.28E+03,3.49,0.0261,10.2,1.65,3.19,4.70E-05,2.50E-04,8.20E-07,1.10E-03,2.30E-04,1.20E-04,6.50E-02,3.90E-04,4.60E-05,2.10E-01,2.10E-01,APO,6,0.44043,,,,,,,,,
54235437,       (2022 AP),2022 AP,Y,Y,21.8,0,,,,,,,,,,,,0.42,,13,2025-11-21.0,J2000,0.6204,2.562,0.973,11.4,73.67,343.33,347.27,4.15,0.2404,2461053.45,2026-01-12.9,1.50E+03,4.1,0.00256,0.996,1.24,3.11,1.80E-04,1.20E-03,1.20E-05,1.50E-03,2.90E-03,3.00E-03,2.50E-01,2.00E-03,1.70E-04,1.10E+00,1.10E+00,APO,6,0.33011,,,,,,,,,
54235471,       (2022 AC1),2022 AC1,Y,Y,20.97,0,,,,,,,,,,,,0.54,,14,2025-11-21.0,J2000,0.5452,1.759,0.8,8.16,250.28,307.78,208.4,2.72,0.4225,2461359.29,2026-11-14.7,852,2.33,0.0341,13.3,2.29,3.92,5.20E-08,6.50E-09,9.00E-08,9.20E-06,6.20E-05,6.40E-05,7.30E-06,1.00E-08,2.30E-09,1.70E-05,4.70E-06,APO,0,0.51518,,,,,,,,,
54235476,       (2022 AH1),2022 AH1,Y,Y,21.51,0,,,,,,,,,,,,0.38,,12,2025-11-21.0,J2000,0.7198,2.75,0.771,5.07,76.85,318.4,317.95,4.73,0.2161,2461195.08,2026-06-03.5,1.67E+03,4.56,0.0286,11.1,0.737,2.9,9.60E-05,8.20E-04,3.30E-05,4.60E-04,8.00E-04,1.20E-03,1.40E-01,1.40E-03,9.70E-05,7.50E-01,7.50E-01,APO,6,0.50263,,,,,,,,,
54235530,       (2022 AY1),2022 AY1,Y,Y,22.01,0,,,,,,,,,,,,0.46,,11,2025-11-21.0,J2000,0.2388,1.194,0.909,25.52,107.26,117.7,266.27,1.48,0.7558,2461124.52,2026-03-25.0,476,1.3,0.00456,1.78,3.65,5.2,5.50E-05,1.50E-04,4.60E-05,7.20E-03,2.60E-03,1.50E-02,1.70E-01,1.80E-04,1.40E-04,2.50E-01,8.80E-02,APO,6,0.33085,,,,,,,,,
54235662,       (2022 AN2),2022 AN2,Y,Y,21.62,0,,,,,,,,,,,,0.41,,12,2025-11-21.0,J2000,0.6265,2.389,0.892,12.61,92.66,328.03,29.65,3.89,0.267,2460889.46,2025-08-01.9,1.35E+03,3.69,0.0249,9.71,1.55,3.21,5.50E-05,3.30E-04,1.00E-05,9.00E-04,8.30E-04,1.30E-03,8.10E-02,5.30E-04,5.50E-05,2.80E-01,2.80E-01,APO,6,0.37772,,,,,,,,,
54235673,       (2022 AY2),2022 AY2,Y,Y,19.81,0,,,,,,,,,,,,0.46,,20,2025-11-21.0,J2000,0.6144,2.412,0.93,10.94,42.06,332.24,25.97,3.89,0.2632,2460901.83,2025-08-14.3,1.37E+03,3.74,0.0131,5.1,1.59,3.21,3.80E-04,2.70E-03,1.30E-04,1.20E-03,1.00E-02,2.40E-02,6.70E-01,4.40E-03,4.50E-04,2.40E+00,2.30E+00,APO,7,0.4249,,,,,,,,,
54235676,       (2022 AA3),2022 AA3,Y,Y,20.57,0,,,,,,,,,,,,0.52,,11,2025-11-21.0,J2000,0.6896,2.367,0.735,8.01,94.05,126.23,2.74,4,0.2706,2460990.36,2025-11-10.8,1.33E+03,3.64,0.0415,16.2,1.06,3.17,9.90E-06,9.00E-05,4.40E-06,1.10E-04,4.30E-04,8.10E-04,2.00E-02,1.50E-04,1.50E-05,7.50E-02,7.60E-02,APO,5,0.47415,,,,,,,,,
54239714,       (2022 AP7),2022 AP7,Y,Y,17.33,0,,,,,,,,,,,,0.19,,9,2025-11-21.0,J2000,0.7152,2.923,0.832,13.84,192.34,113.59,262.76,5.01,0.1973,2461493.46,2027-03-28.9,1.83E+03,5,0.0465,18.1,1.19,2.8,5.20E-07,4.40E-07,1.60E-06,3.20E-05,2.20E-04,2.10E-04,6.80E-05,7.50E-07,4.50E-08,4.50E-04,4.10E-04,APO,1,0.57455,,,,,,,,,
54239541,       (2022 BA),2022 BA,Y,Y,21.37,0,,,,,,,,,,,,0.35,,21,2025-11-21.0,J2000,0.4022,0.8079,0.483,28.45,111.19,223.41,206.05,1.13,1.357,2461113.91,2026-03-14.4,265,0.726,0.0212,8.26,4.22,7.08,5.00E-07,6.10E-09,4.10E-07,5.70E-05,3.20E-05,1.80E-05,7.40E-05,8.60E-09,1.50E-08,5.40E-05,3.00E-06,ATE,0,0.51222,,,,,,,,,
54239715,       (2022 BJ),2022 BJ,Y,Y,21.48,0,,,,,,,,,,,,0.44,,27,2025-11-21.0,J2000,0.8005,2.396,0.478,6.81,102.37,278.8,24.52,4.31,0.2657,2460908.19,2025-08-20.6,1.36E+03,3.71,0.00485,1.89,1.23,2.98,1.40E-08,1.70E-08,3.70E-08,8.60E-06,2.50E-05,2.40E-05,5.50E-06,3.10E-08,2.90E-09,2.00E-05,1.50E-05,APO,0,0.37412,,,,,,,,,
54239841,       (2022 BH1),2022 BH1,Y,Y,20.91,0,,,,,,,,,,,,0.32,,8,2025-11-21.0,J2000,0.8659,2.331,0.312,8.61,316.09,46.73,46.46,4.35,0.277,2460832.79,2025-06-06.2,1.30E+03,3.56,0.0385,15,1.27,2.9,2.20E-04,2.00E-03,2.30E-04,7.50E-03,4.50E-03,1.90E-02,4.90E-01,3.80E-03,3.60E-04,1.50E+00,1.70E+00,APO,7,0.50536,,,,,,,,,
54239889,       (2022 BX1),2022 BX1,Y,Y,21.65,0,,,,,2.549,,,,,,,0.36,,41,2025-11-21.0,J2000,0.4252,1.512,0.869,2.95,289.67,300.65,331.74,2.16,0.5299,2461053.82,2026-01-13.3,679,1.86,0.000105,0.0409,2.84,4.42,5.60E-08,2.30E-08,9.00E-08,4.80E-06,8.30E-05,8.40E-05,1.70E-05,3.30E-08,1.20E-08,3.30E-05,1.60E-05,APO,0,0.37031,,,,,,,,,
54240400,       (2022 BJ3),2022 BJ3,Y,Y,19.7,0,,,,,,,,,,,,0.38,,12,2025-11-21.0,J2000,0.6632,2.771,0.933,28.82,87.34,352.07,312.32,4.61,0.2137,2461223.66,2026-07-02.1,1.68E+03,4.61,0.0468,18.2,0.712,2.83,1.10E-05,9.10E-05,6.20E-07,2.10E-04,2.70E-04,1.10E-04,1.50E-02,1.50E-04,1.00E-05,8.30E-02,8.30E-02,APO,5,0.54961,,,,,,,,,
54240417,       (2022 BJ4),2022 BJ4,Y,Y,21.67,0,,,,,,,,,,,,0.51,,16,2025-11-21.0,J2000,0.6495,1.973,0.692,2.79,124.75,90.31,109.07,3.25,0.3556,2460693.74,2025-01-18.2,1.01E+03,2.77,0.00889,3.46,1.72,3.57,1.50E-05,6.40E-05,6.40E-06,6.40E-05,4.80E-04,7.10E-04,2.30E-02,1.10E-04,1.70E-05,5.00E-02,5.00E-02,APO,5,0.43835,,,,,,,,,
54244194,       (2022 BH7),2022 BH7,Y,Y,20.97,0,,,,,2.1836,,,,,,,0.36,,24,2025-11-21.0,J2000,0.6448,1.362,0.484,19.17,148.82,108.07,98.39,2.24,0.62,2460841.81,2025-06-15.3,581,1.59,0.00229,0.89,3.02,4.56,8.40E-08,5.70E-07,1.60E-07,9.30E-06,1.50E-06,2.60E-05,5.20E-04,9.40E-07,3.90E-07,7.30E-04,3.70E-04,APO,2,0.26266,,,,,,,,,
54244538,       (2022 CV),2022 CV,Y,Y,20.19,0,,,,,,,,,,,,0.32,,25,2025-11-21.0,J2000,0.6727,1.267,0.415,40.35,307.75,65.08,270.71,2.12,0.691,2461129.72,2026-03-30.2,521,1.43,0.0105,4.08,3.86,4.66,4.40E-07,4.10E-08,5.50E-07,4.10E-05,1.40E-05,5.20E-05,6.10E-05,6.90E-08,3.40E-08,9.40E-05,2.50E-05,APO,1,0.41368,,,,,,,,,
54244775,       (2022 CY),2022 CY,Y,Y,21.71,0,,,,,,,,,,,,0.28,,17,2025-11-21.0,J2000,0.6366,1.631,0.593,13.78,345.65,272.18,261.02,2.67,0.4733,2461209.63,2026-06-18.1,761,2.08,0.000285,0.111,2.57,4.03,1.10E-06,2.00E-07,1.80E-06,4.00E-05,3.10E-05,1.90E-04,1.00E-04,3.20E-07,8.60E-08,2.60E-04,1.40E-04,APO,1,0.41756,,,,,,,,,
54244790,       (2022 CN1),2022 CN1,Y,Y,21.5,0,,,,,,,,,,,,0.65,,32,2025-11-21.0,J2000,0.2231,1.323,1.028,27.67,127.42,6.88,187.05,1.62,0.648,2461267.41,2026-08-14.9,556,1.52,0.0435,16.9,3.45,4.8,3.00E-08,8.10E-09,4.10E-08,1.40E-05,3.60E-06,3.80E-05,2.30E-05,9.90E-09,6.00E-09,3.30E-05,5.10E-06,AMO,0,0.46106,,,,,,,,,
54245557,       (2022 CQ1),2022 CQ1,Y,Y,20.7,0,,,,,,,,,,,,0.37,,22,2025-11-21.0,J2000,0.6042,0.8962,0.355,24.18,340.23,307.5,71.25,1.44,1.162,2460939.17,2025-09-20.6,310,0.848,0.0446,17.4,3.87,6.41,1.10E-07,1.50E-09,9.60E-08,1.30E-05,1.80E-05,1.40E-05,2.30E-05,2.40E-09,2.90E-09,2.00E-05,7.80E-07,ATE,0,0.56858,,,,,,,,,
54245558,       (2022 CS1),2022 CS1,Y,Y,21.57,0,,,,,,,,,,,,0.29,,JPL 8,2022-02-09.0,J2000,0.7352,2.16,0.572,13.83,150.39,97.47,343.67,3.75,0.3105,2459672.09,2022-04-02.5,1.16E+03,3.17,0.0303,11.8,1.63,3.26,1.90E-03,1.50E-02,1.50E-04,2.80E-02,2.20E-02,6.20E-02,1.90E-01,2.60E-02,3.30E-03,6.60E-02,1.20E+01,APO,8,0.36463,,,,,,,,,
54245819,       (2022 CQ3),2022 CQ3,Y,Y,21.44,0,,,,,,,,,,,,0.4,,29,2025-11-21.0,J2000,0.6546,1.926,0.665,1.96,328.87,99.38,169.12,3.19,0.3688,2460541.92,2024-08-19.4,976,2.67,0.000361,0.14,2.16,3.62,1.70E-07,1.30E-08,3.20E-07,1.20E-05,1.30E-04,1.40E-04,6.80E-06,2.10E-08,3.70E-09,1.70E-05,9.80E-06,APO,0,0.50669,,,,,,,,,
54246203,       (2022 CR4),2022 CR4,Y,Y,19.21,0,,,,,,,,,,,,0.52,,49,2025-11-21.0,J2000,0.6303,2.435,0.9,26.52,17.14,219.94,330.53,3.97,0.2595,2461114.1,2026-03-14.5,1.39E+03,3.8,0.011,4.29,1.52,3.09,2.90E-06,1.90E-05,1.20E-07,6.60E-05,1.10E-04,8.70E-05,3.90E-03,3.10E-05,3.10E-06,1.60E-02,1.60E-02,APO,4,0.3892,,,,,,,,,
54248956,       (2022 EX),2022 EX,Y,Y,21.4,0,,,,,,,,,,,,0.41,,28,2025-11-21.0,J2000,0.4754,1.813,0.951,27.53,156.85,325.1,200.65,2.68,0.4036,2461395.33,2026-12-20.8,892,2.44,0.0177,6.88,2.54,3.79,2.70E-05,9.50E-05,5.10E-07,7.60E-04,1.30E-04,6.20E-04,4.40E-02,1.40E-04,3.20E-05,1.40E-01,7.00E-02,APO,5,0.46736,,,,,,,,,
54262971,       (2022 FG),2022 FG,Y,Y,21.64,0,,,,,,,,,,,,0.37,,9,2025-11-21.0,J2000,0.6798,2.228,0.713,20.89,170.48,104.55,12.89,3.74,0.2964,2460957.01,2025-10-08.5,1.21E+03,3.33,0.00872,3.39,2.08,3.23,4.00E-05,2.30E-04,1.60E-05,1.80E-03,3.50E-04,4.50E-04,5.70E-02,3.90E-04,4.60E-05,1.90E-01,1.90E-01,APO,6,0.45244,,,,,,,,,
54266163,       (2022 FU3),2022 FU3,Y,Y,21.4,0,,,,,,,,,,,,0.41,,38,2025-11-21.0,J2000,0.5001,2.104,1.052,5.16,94.24,172.3,47.67,3.16,0.323,2460852.95,2025-06-26.4,1.11E+03,3.05,0.0351,13.7,1.95,3.57,1.80E-08,9.10E-09,4.00E-08,2.60E-06,3.20E-05,3.30E-05,4.30E-06,1.40E-08,2.10E-09,1.30E-05,7.20E-06,AMO,0,0.50759,,,,,,,,,
54267691,       (2022 FJ4),2022 FJ4,Y,Y,18.8,0,,,,,,,,,,,,0.39,,11,2025-11-21.0,J2000,0.6717,2.802,0.92,20.24,342.88,328.38,239.45,4.68,0.2102,2461574.05,2027-06-17.5,1.71E+03,4.69,0.0251,9.75,0.972,2.88,3.50E-07,6.00E-08,9.90E-07,4.30E-05,6.10E-05,1.00E-04,2.90E-05,1.00E-07,6.70E-09,1.40E-04,5.50E-05,APO,0,0.46935,,,,,,,,,
54272754,       (2022 FE6),2022 FE6,Y,Y,21.81,0,,,,,,,,,,,,0.2,,17,2025-11-21.0,J2000,0.5791,2.008,0.845,9.96,166.07,116.78,73.11,3.17,0.3464,2460789.41,2025-04-23.9,1.04E+03,2.85,0.0194,7.54,2.1,3.59,7.90E-05,3.40E-04,1.70E-05,1.50E-03,1.90E-03,1.80E-03,1.10E-01,5.30E-04,8.70E-05,2.60E-01,2.60E-01,APO,6,0.43088,,,,,,,,,
54269648,       (2022 GY2),2022 GY2,Y,Y,21.69,0,,,,,9.26,,,,,,,0.43,,12,2025-11-21.0,J2000,0.8649,2.166,0.293,6.2,195.35,237.87,62.11,4.04,0.3091,2460799.55,2025-05-04.0,1.16E+03,3.19,0.000725,0.282,1.34,3.05,1.90E-04,2.40E-03,8.90E-05,2.60E-03,5.40E-04,5.00E-04,7.00E-01,4.40E-03,5.10E-04,1.90E+00,1.90E+00,APO,7,0.36305,,,,,,,,,
54271298,       (2022 GJ3),2022 GJ3,Y,Y,20.97,0,,,,,,,,,,,,0.26,,38,2025-11-21.0,J2000,0.3874,1.671,1.024,12.26,35.89,155.64,242.72,2.32,0.4563,2461257.54,2026-08-05.0,789,2.16,0.0382,14.9,2.65,4.13,2.70E-08,1.70E-08,4.10E-08,7.10E-06,7.20E-06,1.50E-05,6.40E-06,2.40E-08,7.10E-09,1.70E-05,1.20E-05,AMO,0,0.50761,,,,,,,,,
54275851,       (2022 GN5),2022 GN5,Y,Y,18.64,0,,,,,,,,,,,,0.32,,15,2025-11-21.0,J2000,0.4045,1.581,0.941,31.58,208.5,136.72,145.81,2.22,0.4959,2460706.47,2025-01-30.9,726,1.99,0.0238,9.25,3.41,4.15,1.20E-06,3.90E-08,1.90E-06,5.60E-05,6.00E-05,3.80E-04,8.70E-04,5.40E-08,1.80E-08,1.70E-03,2.70E-05,APO,2,0.54514,,,,,,,,,
54275938,       (2022 HB),2022 HB,Y,Y,21.94,0,,,,,86.6,,,,,,,0.3,,29,2025-11-21.0,J2000,0.3814,1.064,0.658,6.42,42.27,61.74,157.75,1.47,0.8977,2460824.77,2025-05-29.2,401,1.1,0.0258,10,3.69,5.72,5.20E-08,1.10E-08,4.90E-08,4.10E-06,7.70E-06,8.20E-06,2.40E-05,1.60E-08,1.40E-08,2.30E-05,6.40E-06,APO,0,0.3051,,,,,,,,,
54276725,       (2022 HT2),2022 HT2,Y,Y,20.97,0,,,,,4.84,,,,,,,0.39,,18,2025-11-21.0,J2000,0.5774,1.849,0.781,1.61,298.28,20.63,120.13,2.92,0.3921,2460694.12,2025-01-18.6,918,2.51,0.0211,8.21,2.41,3.79,8.10E-07,3.50E-06,3.50E-07,7.20E-06,3.90E-04,4.00E-04,1.30E-03,5.50E-06,1.10E-06,2.50E-03,2.60E-03,APO,3,0.2904,,,,,,,,,
54276732,       (2022 HC3),2022 HC3,Y,Y,20.68,0,,,,,,,,,,,,0.38,,11,2025-11-21.0,J2000,0.7632,2.926,0.693,5.64,216.12,98.16,236.68,5.16,0.197,2461626.61,2027-08-09.1,1.83E+03,5,0.0154,5.98,0.597,2.74,1.70E-07,2.90E-08,5.10E-07,1.20E-05,4.90E-05,6.40E-05,1.50E-05,5.00E-08,2.90E-09,8.20E-05,2.70E-05,APO,0,0.59065,,,,,,,,,
54278655,       (2022 HG5),2022 HG5,Y,Y,21.14,0,,,,,,,,,,,,0.33,,19,2025-11-21.0,J2000,0.6781,2.904,0.935,12.21,152.76,154.91,240.65,4.87,0.1992,2461599.8,2027-07-13.3,1.81E+03,4.95,0.0281,10.9,0.643,2.87,4.80E-06,4.10E-05,6.70E-07,5.60E-05,4.00E-05,4.00E-05,5.10E-03,6.90E-05,4.20E-06,3.90E-02,3.90E-02,APO,4,0.59109,,,,,,,,,
54278314,       (2022 JG1),2022 JG1,Y,Y,22.07,0,,,,,,,,,,,,0.43,,14,2025-11-21.0,J2000,0.5109,1.974,0.965,10.69,132.65,38.8,115.67,2.98,0.3554,2460675,2024-12-30.5,1.01E+03,2.77,0.037,14.4,2.03,3.68,6.80E-05,2.80E-04,1.40E-06,1.00E-03,2.00E-03,2.00E-03,1.00E-01,4.20E-04,7.50E-05,2.10E-01,2.10E-01,APO,6,0.39178,,,,,,,,,
54278657,       (2022 JA2),2022 JA2,Y,Y,19.37,0,,,,,,,,,,,,0.4,,15,2025-11-21.0,J2000,0.5004,1.935,0.967,26.24,189.76,328.33,145.9,2.9,0.3663,2460602.17,2024-10-18.6,983,2.69,0.0159,6.18,2.23,3.64,5.70E-08,2.10E-08,1.10E-07,1.50E-05,2.60E-05,4.20E-05,2.30E-05,3.10E-08,5.90E-09,6.50E-05,1.60E-05,APO,0,0.67359,,,,,,,,,
54279032,       (2022 JQ2),2022 JQ2,Y,Y,21.65,0,,,,,,,,,,,,0.52,,14,2025-11-21.0,J2000,0.3958,1.707,1.031,5.58,273.46,29.5,172.84,2.38,0.4419,2460609.4,2024-10-25.9,815,2.23,0.034,13.2,2.87,4.09,4.30E-08,1.30E-08,7.80E-08,5.00E-06,7.20E-05,6.70E-05,8.40E-06,1.90E-08,5.20E-09,2.00E-05,9.50E-06,AMO,0,0.65087,,,,,,,,,
54280489,       (2022 KA4),2022 KA4,Y,Y,19.2,0,,,,,,,,,,,,0.22,,4,2025-11-21.0,J2000,0.6368,2.294,0.833,10.3,110.54,248.14,311.51,3.76,0.2836,2461171.48,2026-05-10.9,1.27E+03,3.48,0.0307,11.9,1.81,3.27,8.10E-08,6.90E-08,1.90E-07,9.00E-06,6.10E-05,6.30E-05,4.50E-05,1.10E-07,1.30E-08,1.60E-04,5.70E-05,APO,0,0.46692,,,,,,,,,
